tales	similarity (overlap of top 10 nouns)
('18. Strohhalm , Kohle und Bohne .', '49. Die sechs Schwäne .')	0
('18. Strohhalm , Kohle und Bohne .', '50. Dornröschen .')	0
('18. Strohhalm , Kohle und Bohne .', '51. Fundevogel .')	0
('18. Strohhalm , Kohle und Bohne .', '53. Sneewittchen .')	0
('18. Strohhalm , Kohle und Bohne .', '55. Rumpelstilzchen .')	0
('18. Strohhalm , Kohle und Bohne .', '56. Der Liebste Roland .')	0
('18. Strohhalm , Kohle und Bohne .', '57. Der goldene Vogel .')	0
('18. Strohhalm , Kohle und Bohne .', '58. Der Hund und der Sperling .')	0
('18. Strohhalm , Kohle und Bohne .', '59. Der Frieder und das Catherlieschen .')	0
('18. Strohhalm , Kohle und Bohne .', '60. Die zwei Brüder .')	0
('18. Strohhalm , Kohle und Bohne .', '61. Das Bürle .')	0
('18. Strohhalm , Kohle und Bohne .', '62. Die Bienenkönigin .')	0
('18. Strohhalm , Kohle und Bohne .', '63. Die drei Federn .')	0
('18. Strohhalm , Kohle und Bohne .', '64. Die goldene Gans .')	0
('18. Strohhalm , Kohle und Bohne .', '65. Allerleirauh .')	0
('18. Strohhalm , Kohle und Bohne .', '66. Häsichenbraut .')	0
('18. Strohhalm , Kohle und Bohne .', '67. Die zwölf Jäger .')	0
('18. Strohhalm , Kohle und Bohne .', '68. De Gaudeif un sien Meester .')	0
('18. Strohhalm , Kohle und Bohne .', '69. Jorinde und Joringel .')	0
('18. Strohhalm , Kohle und Bohne .', '70. Die drei Glückskinder .')	0
('18. Strohhalm , Kohle und Bohne .', '71. Sechse kommen durch die ganze Welt .')	0
('18. Strohhalm , Kohle und Bohne .', '72. Der Wolf und der Mensch .')	0
('18. Strohhalm , Kohle und Bohne .', '73. Der Wolf und der Fuchs .')	0
('18. Strohhalm , Kohle und Bohne .', '74. Der Fuchs und die Frau Gevatterin .')	0
('18. Strohhalm , Kohle und Bohne .', '75. Der Fuchs und die Katze .')	0
('18. Strohhalm , Kohle und Bohne .', '76. Die Nelke .')	0
('18. Strohhalm , Kohle und Bohne .', '78. Der alte Großvater und der Enkel .')	0
('18. Strohhalm , Kohle und Bohne .', '79. Die Wassernixe .')	0
('18. Strohhalm , Kohle und Bohne .', '80. Von dem Tode des Hühnchens .')	0
('18. Strohhalm , Kohle und Bohne .', '81. Bruder Lustig .')	0
('18. Strohhalm , Kohle und Bohne .', '82. De Spielhansl .')	0
('18. Strohhalm , Kohle und Bohne .', '83. Hans im Glück .')	0
('18. Strohhalm , Kohle und Bohne .', '84. Hans heirathet .')	0
('18. Strohhalm , Kohle und Bohne .', '85. Die Goldkinder .')	0
('18. Strohhalm , Kohle und Bohne .', '86. Der Fuchs und die Gänse .')	0
('18. Strohhalm , Kohle und Bohne .', 'full corpus')	0
('19. Von dem Fischer un syner Fru .', '21. Aschenbuttel .')	0
('19. Von dem Fischer un syner Fru .', '22. Das Räthsel .')	0
('19. Von dem Fischer un syner Fru .', '23. Von dem Mäuschen , Vögelchen und der Bratwurst .')	0
('19. Von dem Fischer un syner Fru .', '24. Frau Holle .')	0
('19. Von dem Fischer un syner Fru .', '25. Die sieben Raben .')	0
('19. Von dem Fischer un syner Fru .', '26. Rothkäppchen .')	0
('19. Von dem Fischer un syner Fru .', '27. Die Bremer Stadtmusikanten .')	0
('19. Von dem Fischer un syner Fru .', '28. Der singende Knochen .')	0
('19. Von dem Fischer un syner Fru .', '30. Läuschen und Flöhchen .')	0
('19. Von dem Fischer un syner Fru .', '32. Der gescheidte Hans .')	0
('19. Von dem Fischer un syner Fru .', '33. Die drei Sprachen .')	0
('19. Von dem Fischer un syner Fru .', '35. Der Schneider im Himmel .')	0
('19. Von dem Fischer un syner Fru .', '36. Tischchen deck dich , Goldesel , und Knüppel aus dem Sack .')	0
('19. Von dem Fischer un syner Fru .', '40. Der Räuberbräutigam .')	0
('19. Von dem Fischer un syner Fru .', '41. Herr Korbes .')	0
('19. Von dem Fischer un syner Fru .', '49. Die sechs Schwäne .')	0
('19. Von dem Fischer un syner Fru .', '50. Dornröschen .')	0
('19. Von dem Fischer un syner Fru .', '51. Fundevogel .')	0
('19. Von dem Fischer un syner Fru .', '53. Sneewittchen .')	0
('19. Von dem Fischer un syner Fru .', '56. Der Liebste Roland .')	0
('19. Von dem Fischer un syner Fru .', '65. Allerleirauh .')	0
('19. Von dem Fischer un syner Fru .', '67. Die zwölf Jäger .')	0
('19. Von dem Fischer un syner Fru .', '69. Jorinde und Joringel .')	0
('19. Von dem Fischer un syner Fru .', '72. Der Wolf und der Mensch .')	0
('19. Von dem Fischer un syner Fru .', '73. Der Wolf und der Fuchs .')	0
('19. Von dem Fischer un syner Fru .', '75. Der Fuchs und die Katze .')	0
('19. Von dem Fischer un syner Fru .', '76. Die Nelke .')	0
('19. Von dem Fischer un syner Fru .', '77. Das kluge Grethel .')	0
('19. Von dem Fischer un syner Fru .', '79. Die Wassernixe .')	0
('19. Von dem Fischer un syner Fru .', '80. Von dem Tode des Hühnchens .')	0
('19. Von dem Fischer un syner Fru .', '81. Bruder Lustig .')	0
('19. Von dem Fischer un syner Fru .', '82. De Spielhansl .')	0
('19. Von dem Fischer un syner Fru .', '83. Hans im Glück .')	0
('19. Von dem Fischer un syner Fru .', '86. Der Fuchs und die Gänse .')	0
('20. Das tapfere Schneiderlein .', '21. Aschenbuttel .')	0
('20. Das tapfere Schneiderlein .', '22. Das Räthsel .')	0
('20. Das tapfere Schneiderlein .', '23. Von dem Mäuschen , Vögelchen und der Bratwurst .')	0
('20. Das tapfere Schneiderlein .', '24. Frau Holle .')	0
('20. Das tapfere Schneiderlein .', '25. Die sieben Raben .')	0
('20. Das tapfere Schneiderlein .', '27. Die Bremer Stadtmusikanten .')	0
('20. Das tapfere Schneiderlein .', '30. Läuschen und Flöhchen .')	0
('20. Das tapfere Schneiderlein .', '32. Der gescheidte Hans .')	0
('20. Das tapfere Schneiderlein .', '33. Die drei Sprachen .')	0
('20. Das tapfere Schneiderlein .', '35. Der Schneider im Himmel .')	0
('20. Das tapfere Schneiderlein .', '41. Herr Korbes .')	0
('20. Das tapfere Schneiderlein .', '50. Dornröschen .')	0
('20. Das tapfere Schneiderlein .', '53. Sneewittchen .')	0
('20. Das tapfere Schneiderlein .', '56. Der Liebste Roland .')	0
('20. Das tapfere Schneiderlein .', '65. Allerleirauh .')	0
('20. Das tapfere Schneiderlein .', '67. Die zwölf Jäger .')	0
('20. Das tapfere Schneiderlein .', '72. Der Wolf und der Mensch .')	0
('20. Das tapfere Schneiderlein .', '76. Die Nelke .')	0
('20. Das tapfere Schneiderlein .', '77. Das kluge Grethel .')	0
('20. Das tapfere Schneiderlein .', '79. Die Wassernixe .')	0
('20. Das tapfere Schneiderlein .', '80. Von dem Tode des Hühnchens .')	0
('20. Das tapfere Schneiderlein .', '81. Bruder Lustig .')	0
('20. Das tapfere Schneiderlein .', '82. De Spielhansl .')	0
('20. Das tapfere Schneiderlein .', '86. Der Fuchs und die Gänse .')	0
('21. Aschenbuttel .', '23. Von dem Mäuschen , Vögelchen und der Bratwurst .')	0
('21. Aschenbuttel .', '26. Rothkäppchen .')	0
('21. Aschenbuttel .', '27. Die Bremer Stadtmusikanten .')	0
('21. Aschenbuttel .', '28. Der singende Knochen .')	0
('21. Aschenbuttel .', '29. Der Teufel mit den drei goldenen Haaren .')	0
('21. Aschenbuttel .', '31. Das Mädchen ohne Hände .')	0
('21. Aschenbuttel .', '33. Die drei Sprachen .')	0
('21. Aschenbuttel .', '34. Die kluge Else .')	0
('21. Aschenbuttel .', '36. Tischchen deck dich , Goldesel , und Knüppel aus dem Sack .')	0
('21. Aschenbuttel .', '37. Daumesdick .')	0
('21. Aschenbuttel .', '38. Die Hochzeit der Frau Füchsin .')	0
('21. Aschenbuttel .', '41. Herr Korbes .')	0
('21. Aschenbuttel .', '42. Der Herr Gevatter .')	0
('21. Aschenbuttel .', '45. Daumerlings Wanderschaft .')	0
('21. Aschenbuttel .', '47. Von dem Machandelboom .')	0
('21. Aschenbuttel .', '48. Der alte Sultan .')	0
('21. Aschenbuttel .', '51. Fundevogel .')	0
('21. Aschenbuttel .', '52. König Drosselbart .')	0
('21. Aschenbuttel .', '53. Sneewittchen .')	0
('21. Aschenbuttel .', '54. Der Ranzen , das Hütlein und das Hörnlein .')	0
('21. Aschenbuttel .', '58. Der Hund und der Sperling .')	0
('21. Aschenbuttel .', '59. Der Frieder und das Catherlieschen .')	0
('21. Aschenbuttel .', '60. Die zwei Brüder .')	0
('21. Aschenbuttel .', '61. Das Bürle .')	0
('21. Aschenbuttel .', '62. Die Bienenkönigin .')	0
('21. Aschenbuttel .', '63. Die drei Federn .')	0
('21. Aschenbuttel .', '64. Die goldene Gans .')	0
('21. Aschenbuttel .', '66. Häsichenbraut .')	0
('21. Aschenbuttel .', '68. De Gaudeif un sien Meester .')	0
('21. Aschenbuttel .', '69. Jorinde und Joringel .')	0
('21. Aschenbuttel .', '70. Die drei Glückskinder .')	0
('21. Aschenbuttel .', '71. Sechse kommen durch die ganze Welt .')	0
('21. Aschenbuttel .', '72. Der Wolf und der Mensch .')	0
('21. Aschenbuttel .', '73. Der Wolf und der Fuchs .')	0
('21. Aschenbuttel .', '74. Der Fuchs und die Frau Gevatterin .')	0
('21. Aschenbuttel .', '75. Der Fuchs und die Katze .')	0
('21. Aschenbuttel .', '76. Die Nelke .')	0
('21. Aschenbuttel .', '77. Das kluge Grethel .')	0
('21. Aschenbuttel .', '78. Der alte Großvater und der Enkel .')	0
('21. Aschenbuttel .', '81. Bruder Lustig .')	0
('21. Aschenbuttel .', '82. De Spielhansl .')	0
('21. Aschenbuttel .', '83. Hans im Glück .')	0
('21. Aschenbuttel .', '85. Die Goldkinder .')	0
('21. Aschenbuttel .', '86. Der Fuchs und die Gänse .')	0
('21. Aschenbuttel .', 'full corpus')	0
('22. Das Räthsel .', '23. Von dem Mäuschen , Vögelchen und der Bratwurst .')	0
('22. Das Räthsel .', '26. Rothkäppchen .')	0
('22. Das Räthsel .', '27. Die Bremer Stadtmusikanten .')	0
('22. Das Räthsel .', '28. Der singende Knochen .')	0
('22. Das Räthsel .', '29. Der Teufel mit den drei goldenen Haaren .')	0
('22. Das Räthsel .', '31. Das Mädchen ohne Hände .')	0
('22. Das Räthsel .', '32. Der gescheidte Hans .')	0
('22. Das Räthsel .', '33. Die drei Sprachen .')	0
('22. Das Räthsel .', '34. Die kluge Else .')	0
('22. Das Räthsel .', '36. Tischchen deck dich , Goldesel , und Knüppel aus dem Sack .')	0
('22. Das Räthsel .', '37. Daumesdick .')	0
('22. Das Räthsel .', '39. Die Wichtelmänner .')	0
('22. Das Räthsel .', '41. Herr Korbes .')	0
('22. Das Räthsel .', '44. Der Gevatter Tod .')	0
('22. Das Räthsel .', '46. Fitchers Vogel .')	0
('22. Das Räthsel .', '47. Von dem Machandelboom .')	0
('22. Das Räthsel .', '51. Fundevogel .')	0
('22. Das Räthsel .', '53. Sneewittchen .')	0
('22. Das Räthsel .', '54. Der Ranzen , das Hütlein und das Hörnlein .')	0
('22. Das Räthsel .', '58. Der Hund und der Sperling .')	0
('22. Das Räthsel .', '59. Der Frieder und das Catherlieschen .')	0
('22. Das Räthsel .', '62. Die Bienenkönigin .')	0
('22. Das Räthsel .', '63. Die drei Federn .')	0
('22. Das Räthsel .', '64. Die goldene Gans .')	0
('22. Das Räthsel .', '66. Häsichenbraut .')	0
('22. Das Räthsel .', '68. De Gaudeif un sien Meester .')	0
('22. Das Räthsel .', '69. Jorinde und Joringel .')	0
('22. Das Räthsel .', '70. Die drei Glückskinder .')	0
('22. Das Räthsel .', '72. Der Wolf und der Mensch .')	0
('22. Das Räthsel .', '73. Der Wolf und der Fuchs .')	0
('22. Das Räthsel .', '74. Der Fuchs und die Frau Gevatterin .')	0
('22. Das Räthsel .', '77. Das kluge Grethel .')	0
('22. Das Räthsel .', '78. Der alte Großvater und der Enkel .')	0
('22. Das Räthsel .', '80. Von dem Tode des Hühnchens .')	0
('22. Das Räthsel .', '81. Bruder Lustig .')	0
('22. Das Räthsel .', '82. De Spielhansl .')	0
('22. Das Räthsel .', '83. Hans im Glück .')	0
('22. Das Räthsel .', '84. Hans heirathet .')	0
('22. Das Räthsel .', '85. Die Goldkinder .')	0
('22. Das Räthsel .', '86. Der Fuchs und die Gänse .')	0
('22. Das Räthsel .', 'full corpus')	0
('23. Von dem Mäuschen , Vögelchen und der Bratwurst .', '24. Frau Holle .')	0
('23. Von dem Mäuschen , Vögelchen und der Bratwurst .', '25. Die sieben Raben .')	0
('23. Von dem Mäuschen , Vögelchen und der Bratwurst .', '27. Die Bremer Stadtmusikanten .')	0
('23. Von dem Mäuschen , Vögelchen und der Bratwurst .', '28. Der singende Knochen .')	0
('23. Von dem Mäuschen , Vögelchen und der Bratwurst .', '31. Das Mädchen ohne Hände .')	0
('23. Von dem Mäuschen , Vögelchen und der Bratwurst .', '33. Die drei Sprachen .')	0
('23. Von dem Mäuschen , Vögelchen und der Bratwurst .', '34. Die kluge Else .')	0
('23. Von dem Mäuschen , Vögelchen und der Bratwurst .', '35. Der Schneider im Himmel .')	0
('23. Von dem Mäuschen , Vögelchen und der Bratwurst .', '36. Tischchen deck dich , Goldesel , und Knüppel aus dem Sack .')	0
('23. Von dem Mäuschen , Vögelchen und der Bratwurst .', '37. Daumesdick .')	0
('23. Von dem Mäuschen , Vögelchen und der Bratwurst .', '38. Die Hochzeit der Frau Füchsin .')	0
('23. Von dem Mäuschen , Vögelchen und der Bratwurst .', '40. Der Räuberbräutigam .')	0
('23. Von dem Mäuschen , Vögelchen und der Bratwurst .', '41. Herr Korbes .')	0
('23. Von dem Mäuschen , Vögelchen und der Bratwurst .', '44. Der Gevatter Tod .')	0
('23. Von dem Mäuschen , Vögelchen und der Bratwurst .', '45. Daumerlings Wanderschaft .')	0
('23. Von dem Mäuschen , Vögelchen und der Bratwurst .', '48. Der alte Sultan .')	0
('23. Von dem Mäuschen , Vögelchen und der Bratwurst .', '52. König Drosselbart .')	0
('23. Von dem Mäuschen , Vögelchen und der Bratwurst .', '53. Sneewittchen .')	0
('23. Von dem Mäuschen , Vögelchen und der Bratwurst .', '55. Rumpelstilzchen .')	0
('23. Von dem Mäuschen , Vögelchen und der Bratwurst .', '56. Der Liebste Roland .')	0
('23. Von dem Mäuschen , Vögelchen und der Bratwurst .', '59. Der Frieder und das Catherlieschen .')	0
('23. Von dem Mäuschen , Vögelchen und der Bratwurst .', '60. Die zwei Brüder .')	0
('23. Von dem Mäuschen , Vögelchen und der Bratwurst .', '62. Die Bienenkönigin .')	0
('23. Von dem Mäuschen , Vögelchen und der Bratwurst .', '63. Die drei Federn .')	0
('23. Von dem Mäuschen , Vögelchen und der Bratwurst .', '64. Die goldene Gans .')	0
('23. Von dem Mäuschen , Vögelchen und der Bratwurst .', '65. Allerleirauh .')	0
('23. Von dem Mäuschen , Vögelchen und der Bratwurst .', '66. Häsichenbraut .')	0
('23. Von dem Mäuschen , Vögelchen und der Bratwurst .', '67. Die zwölf Jäger .')	0
('23. Von dem Mäuschen , Vögelchen und der Bratwurst .', '68. De Gaudeif un sien Meester .')	0
('23. Von dem Mäuschen , Vögelchen und der Bratwurst .', '71. Sechse kommen durch die ganze Welt .')	0
('23. Von dem Mäuschen , Vögelchen und der Bratwurst .', '72. Der Wolf und der Mensch .')	0
('23. Von dem Mäuschen , Vögelchen und der Bratwurst .', '74. Der Fuchs und die Frau Gevatterin .')	0
('23. Von dem Mäuschen , Vögelchen und der Bratwurst .', '75. Der Fuchs und die Katze .')	0
('23. Von dem Mäuschen , Vögelchen und der Bratwurst .', '76. Die Nelke .')	0
('23. Von dem Mäuschen , Vögelchen und der Bratwurst .', '79. Die Wassernixe .')	0
('23. Von dem Mäuschen , Vögelchen und der Bratwurst .', '82. De Spielhansl .')	0
('23. Von dem Mäuschen , Vögelchen und der Bratwurst .', '83. Hans im Glück .')	0
('23. Von dem Mäuschen , Vögelchen und der Bratwurst .', '84. Hans heirathet .')	0
('23. Von dem Mäuschen , Vögelchen und der Bratwurst .', '85. Die Goldkinder .')	0
('23. Von dem Mäuschen , Vögelchen und der Bratwurst .', '86. Der Fuchs und die Gänse .')	0
('24. Frau Holle .', '28. Der singende Knochen .')	0
('24. Frau Holle .', '29. Der Teufel mit den drei goldenen Haaren .')	0
('24. Frau Holle .', '31. Das Mädchen ohne Hände .')	0
('24. Frau Holle .', '32. Der gescheidte Hans .')	0
('24. Frau Holle .', '33. Die drei Sprachen .')	0
('24. Frau Holle .', '34. Die kluge Else .')	0
('24. Frau Holle .', '35. Der Schneider im Himmel .')	0
('24. Frau Holle .', '36. Tischchen deck dich , Goldesel , und Knüppel aus dem Sack .')	0
('24. Frau Holle .', '37. Daumesdick .')	0
('24. Frau Holle .', '38. Die Hochzeit der Frau Füchsin .')	0
('24. Frau Holle .', '39. Die Wichtelmänner .')	0
('24. Frau Holle .', '42. Der Herr Gevatter .')	0
('24. Frau Holle .', '44. Der Gevatter Tod .')	0
('24. Frau Holle .', '45. Daumerlings Wanderschaft .')	0
('24. Frau Holle .', '47. Von dem Machandelboom .')	0
('24. Frau Holle .', '48. Der alte Sultan .')	0
('24. Frau Holle .', '50. Dornröschen .')	0
('24. Frau Holle .', '52. König Drosselbart .')	0
('24. Frau Holle .', '53. Sneewittchen .')	0
('24. Frau Holle .', '54. Der Ranzen , das Hütlein und das Hörnlein .')	0
('24. Frau Holle .', '57. Der goldene Vogel .')	0
('24. Frau Holle .', '58. Der Hund und der Sperling .')	0
('24. Frau Holle .', '60. Die zwei Brüder .')	0
('24. Frau Holle .', '61. Das Bürle .')	0
('24. Frau Holle .', '62. Die Bienenkönigin .')	0
('24. Frau Holle .', '63. Die drei Federn .')	0
('24. Frau Holle .', '64. Die goldene Gans .')	0
('24. Frau Holle .', '65. Allerleirauh .')	0
('24. Frau Holle .', '66. Häsichenbraut .')	0
('24. Frau Holle .', '68. De Gaudeif un sien Meester .')	0
('24. Frau Holle .', '69. Jorinde und Joringel .')	0
('24. Frau Holle .', '70. Die drei Glückskinder .')	0
('24. Frau Holle .', '71. Sechse kommen durch die ganze Welt .')	0
('24. Frau Holle .', '72. Der Wolf und der Mensch .')	0
('24. Frau Holle .', '73. Der Wolf und der Fuchs .')	0
('24. Frau Holle .', '74. Der Fuchs und die Frau Gevatterin .')	0
('24. Frau Holle .', '75. Der Fuchs und die Katze .')	0
('24. Frau Holle .', '76. Die Nelke .')	0
('24. Frau Holle .', '77. Das kluge Grethel .')	0
('24. Frau Holle .', '78. Der alte Großvater und der Enkel .')	0
('24. Frau Holle .', '81. Bruder Lustig .')	0
('24. Frau Holle .', '82. De Spielhansl .')	0
('24. Frau Holle .', '84. Hans heirathet .')	0
('24. Frau Holle .', '86. Der Fuchs und die Gänse .')	0
('25. Die sieben Raben .', '26. Rothkäppchen .')	0
('25. Die sieben Raben .', '27. Die Bremer Stadtmusikanten .')	0
('25. Die sieben Raben .', '29. Der Teufel mit den drei goldenen Haaren .')	0
('25. Die sieben Raben .', '32. Der gescheidte Hans .')	0
('25. Die sieben Raben .', '33. Die drei Sprachen .')	0
('25. Die sieben Raben .', '35. Der Schneider im Himmel .')	0
('25. Die sieben Raben .', '38. Die Hochzeit der Frau Füchsin .')	0
('25. Die sieben Raben .', '39. Die Wichtelmänner .')	0
('25. Die sieben Raben .', '41. Herr Korbes .')	0
('25. Die sieben Raben .', '46. Fitchers Vogel .')	0
('25. Die sieben Raben .', '47. Von dem Machandelboom .')	0
('25. Die sieben Raben .', '51. Fundevogel .')	0
('25. Die sieben Raben .', '52. König Drosselbart .')	0
('25. Die sieben Raben .', '58. Der Hund und der Sperling .')	0
('25. Die sieben Raben .', '59. Der Frieder und das Catherlieschen .')	0
('25. Die sieben Raben .', '61. Das Bürle .')	0
('25. Die sieben Raben .', '64. Die goldene Gans .')	0
('25. Die sieben Raben .', '66. Häsichenbraut .')	0
('25. Die sieben Raben .', '68. De Gaudeif un sien Meester .')	0
('25. Die sieben Raben .', '69. Jorinde und Joringel .')	0
('25. Die sieben Raben .', '70. Die drei Glückskinder .')	0
('25. Die sieben Raben .', '72. Der Wolf und der Mensch .')	0
